firstname,lastname,country,disciplin_id,chance,desc
Mei,Han,chn,speedskating-1500m-women,1,"China's top medal hope. She took Bronze at the 2025 World Championships and finished 4th in Inzell last week. She has the most efficient cornering technique in the field and thrives in the high-pressure environment of the ""Big Two"" heats."
Marijke,Groenewoud,ned,speedskating-1500m-women,1,
Ragne,Wiklund,nor,speedskating-3000m-women,4,"The ""Norwegian Engine""; her win in Inzell yesterday proved she is the only person who can currently out-skate the Dutch on pure power."
Joy,Beune,ned,speedskating-3000m-women,4,"The ""New Queen""; she is the favorite to keep the 3000m gold in Dutch hands following Schouten’s retirement."
Isabelle,Weidemann,can,speedskating-3000m-women,1,"The ""Clutch Performer""; she has a history of peaking perfectly for the Olympic window and is Canada's best individual medal hope."
Marijke,Groenewoud,ned,speedskating-3000m-women,2,"The 2025 World Champion. She won the Hamar World Cup in December and pushed Beune to the limit at the Dutch Trials. She has the best ""sprint-to-distance"" transition in the world, often winning races in the final 400 meters."
Valerie,Maltais,can,speedskating-3000m-women,2,"The ""Iron Woman"" of Canada. She took Bronze in Inzell yesterday and has been on the podium in three out of five World Cups this winter. At 35, she is skating faster than she did in her 20s and is currently ranked World #3."
Nadezhda,Morozova,kaz,speedskating-3000m-women,1,
Sandrine,Tas,bel,speedskating-3000m-women,1,The surprise European Silver Medalist (Jan 9). She has made massive strides this winter and is the first Belgian woman to seriously contend for a long-track medal.
Martina,Sablikova,cze,speedskating-3000m-women,1,The 38-year-old legend. You can never count out the woman with six Olympic medals. She finished 4th at the European Championships two weeks ago and remains the most tactically sound skater in the pair-draw.
Francesca,Lollobrigida,ita,speedskating-3000m-women,1,"The ""Home Hope."" She took 5th at the European Championships on Jan 9. While she hasn't hit the 3:56 range this year, the ""home ice"" boost in Milan and her tactical experience make her a threat for a surprise bronze."
Merel,Conjin,ned,speedskating-3000m-women,2,
Ragne,Wiklund,nor,speedskating-5000m-women,5,"The ""Norwegian Powerhouse""; she is the reigning overall Long Distance World Cup champion and is currently the only skater in the world who can hold 31-second laps for the entire 5000m."
Isabelle,Weidemann,can,speedskating-5000m-women,3,"The ""Endurance Machine""; she thrives on the ""heavy"" sea-level ice of Milan and is looking to go one better than her Silver in Beijing."
Francesca,Lollobrigida,ita,speedskating-5000m-women,2,"The ""Home Hero."" She set an Italian National Record (6:51.07) in Calgary last year. In Milan, with the crowd behind her for the final laps of the 5000m, she could find the extra energy needed to sneak onto the podium."
Martina,Sablikova,cze,speedskating-5000m-women,1,"The G.O.A.T. of distance skating. At 38, she is still a podium threat, having taken Bronze in the Calgary World Cup earlier this cycle. Her experience in managing the ""Milan ice"" (which can get heavy during long races) is superior to anyone else in the field."
Merel,Conjin,ned,speedskating-5000m-women,3,The reigning Dutch 5000m Champion. She set a massive personal best (6:41.48) in November and is the fastest Dutch skater on the 5k this season. She is a specialist in the 12.5-lap grind and represents the biggest threat to a Wiklund/Weidemann 1-2 finish.
Valerie,Maltais,can,speedskating-5000m-women,1,Having a career-best distance season. She took Bronze in the 3000m in Inzell two days ago and has been a top-5 fixture in the 5k all winter.
Nadezhda,Morozova,kaz,speedskating-5000m-women,1,
Marijke,Groenewoud,ned,speedskating-5000m-women,2,
Bente,Kerkhoff,ned,speedskating-5000m-women,1,
Marijke,Groenewoud,ned,speedskating-mass-start-women,4,
Mia,Manganello,usa,speedskating-mass-start-women,3,
Ivanie,Blondin,can,speedskating-mass-start-women,3,
Valerie,Maltais,can,speedskating-mass-start-women,2,
Bente,Kerkhoff,ned,speedskating-mass-start-women,2,
Ramona,Hardi,sui,speedskating-mass-start-women,1,
Park,Ji Woo,kor,speedskating-mass-start-women,1,
Kaitlyn,McGregor,sui,speedskating-mass-start-women,1,
Francesca,Lollobrigida,ita,speedskating-mass-start-women,1,
Jeannine,Rosner,aut,speedskating-mass-start-women,1,
Greta,Myers,usa,speedskating-mass-start-women,1,
Momoka,Horikawa,jpn,speedskating-mass-start-women,1,
Sandrine,Tas,bel,speedskating-mass-start-women,1,
Team,Canada - Speed Skating Women,can,speedskating-team-pursuit-women,3,
Team,Netherlands - Speed Skating Women,ned,speedskating-team-pursuit-women,4,
Team,Japan - Speed Skating Women,jpn,speedskating-team-pursuit-women,3,
Team,USA - Speed Skating Women,usa,speedskating-team-pursuit-women,2,
Team,Germany - Speed Skating Women,ger,speedskating-team-pursuit-women,1,
Team,China - Speed Skating Women,chn,speedskating-team-pursuit-women,1,
Team,Norway - Speed Skating Women,nor,speedskating-team-pursuit-women,1,
Jordan,Stolz,usa,speedskating-500m-men,5,"The ""Sprint King."" Just yesterday (Jan 25, 2026), Stolz officially defended his 500m World Cup Overall Title, winning eight medals across the season. He is currently on a trajectory to attempt an unprecedented triple gold (500m, 1000m, 1500m). He is ""low variance"" because even on a bad day, his technical second lap is so fast that he rarely falls off the podium."
Damian,Zurek,pol,speedskating-500m-men,3,Having a career-best season with several Bronze medals in the World Cup circuit. He is currently Poland's strongest individual medal hope in any skating discipline.
Jenning,De Boo,ned,speedskating-500m-men,2,"The ""Dutch Rocket."" He holds the World Leading Time this season (33.63) set in Salt Lake City. He pushed Stolz to the limit at the Inzell World Cup yesterday, taking Silver. He is ""high variance"" only because he relies on a risky, aggressive start that can occasionally lead to a ""slip"" in the first 100m, but on pure speed, he is the only man who has consistently beaten Stolz's times this winter."
Wataru,Morishige,jpn,speedskating-500m-men,2,"The Beijing Bronze medalist. Morishige won the Japanese National Title (Dec 26, 2025) and has multiple podiums this winter. He is a ""Big Event"" specialist who excels at maintaining speed through the final turn."
Kim,Jun-Ho,kor,speedskating-500m-men,2,
Bjorn,Magnussen,nor,speedskating-500m-men,1,
Marten,Liiv,est,speedskating-500m-men,1,
Sebas,Diniz,ned,speedskating-500m-men,1,
Yuta,Hirose,jpn,speedskating-500m-men,1,
Cooper,McLeod,usa,speedskating-500m-men,1,
Laurent,Dubreuil,can,speedskating-500m-men,1,"The ""Consistency King."" The Beijing Silver medalist finished 2nd overall in the World Cup standings for the 2024/25 season and remained a top-5 fixture this winter. While he has struggled to find the ""33-second"" gear this month, his experience and explosive start (9.50s openers) keep him in the medal conversation."
Jordan,Stolz,usa,speedskating-1000m-men,5,"The ""Apex Predator."" Stolz is the reigning three-time World Champion at this distance. Just yesterday in Inzell, he won the 1000m World Cup finale, securing the Overall Crystal Globe. He holds the fastest time in the world this season (1:05.37) and has a technical ""second lap"" that is consistently 0.4 seconds faster than anyone in history. Barring a fall, he is as close to a guaranteed gold as it gets in speed skating."
Damian,Zurek,pol,speedskating-1000m-men,3,Having a career year. He broke the Polish national record twice this winter and is consistently hovering around the 5th–8th place mark.
Jenning,De Boo,ned,speedskating-1000m-men,3,"The ""Dutch Prodigy."" After a breakout 2024 season, de Boo has cemented himself as Stolz’s primary rival. He took Silver in Inzell yesterday and is the only skater this winter to stay within half a second of Stolz at sea level. He is ""high variance"" because he skates a very high-risk line in the final corner, but his raw power makes him the clear favorite for Silver."
Kjeld,Nuis,ned,speedskating-1000m-men,1,
Finn,Sonnekalb,ger,speedskating-1000m-men,1,
Marten,Liiv,est,speedskating-1000m-men,1,
Cooper,McLeod,usa,speedskating-1000m-men,1,
Joep,Wennemars,ned,speedskating-1000m-men,2,
Zhongyan,Ning,chn,speedskating-1000m-men,1,
Jordan,Stolz,usa,speedskating-1500m-men,5,"The ""Phenom""; he is looking to complete the 500/1000/1500 triple. His ability to maintain a high stroke rate through the final turn is the best the sport has ever seen."
Kjeld,Nuis,ned,speedskating-1500m-men,3,"The ""Veteran""; he is seeking a historic three-peat in the 1500m. He currently holds the ""Mental Edge"" in head-to-head pairings due to his aggressive crossing style."
Zhongyan,Ning,chn,speedskating-1500m-men,3,
Finn,Sonnekalb,ger,speedskating-1500m-men,2,
Joep,Wennemars,ned,speedskating-1500m-men,1,
Sander,Eitrem,nor,speedskating-1500m-men,1,
Daniele,Di Stefano,ita,speedskating-1500m-men,1,
Peder,Kongshaug,nor,speedskating-1500m-men,2,
Metodej,Jilek,cze,speedskating-5000m-men,3,"The new World Cup Overall Champion. The 19-year-old’s 6:01.98 for 2nd place yesterday proved he is the most consistent skater of the 2025/26 season. He is ""high variance"" only because the Olympics are a different beast for a teenager, but he is the points-leader for a reason."
Sander,Eitrem,nor,speedskating-5000m-men,5,"The man who broke the world. After yesterday's 5:58.52, he is the undisputed favorite. He isn't just winning; he's reinventing the speed required for the distance."
Timothy,Loubineaud,fra,speedskating-5000m-men,2,The former World Record holder (6:00.23 in Nov 2025). He took Bronze yesterday and is consistently in the 6:00–6:03 range. He is France's best chance for a gold medal in Milan.
Casey,Dawson,usa,speedskating-5000m-men,2,Just missed the podium yesterday in 4th. He’s been remarkably consistent all year and is the engine behind the world-record-holding US Team Pursuit squad.
Davide,Ghiotto,ita,speedskating-5000m-men,2,"5th place yesterday. While he wasn't on the podium in Inzell, he is the reigning World Champion and will have the home-ice advantage. He is clearly ""saving"" his best for Milan."
Ted-Jan,Bloemen,can,speedskating-5000m-men,1,"The 39-year-old veteran finished 16th yesterday. He’s a ""1"" right now because his form has dipped significantly, but you can never totally count out an Olympic Champion."
Chris,Huizinga,ned,speedskating-5000m-men,1,"The top-ranked Dutchman from yesterday (8th). Given the total collapse of the usual Dutch favorites (Roest, Bergsma), Huizinga is currently the only one showing the form necessary to even dream of a podium."
Stijn,Van de Bunt,ned,speedskating-5000m-men,1,
Vladimir,Semirunniy,pol,speedskating-5000m-men,1,
Metodej,Jilek,cze,speedskating-10000m-men,4,"The ""Wunderkind."" He won the 10,000m in Heerenveen (Dec 6, 2025) with a stunning 12:29.63. He proved yesterday in Inzell that his endurance is the best in the world right now. He is ""high variance"" only because 25 laps under Olympic pressure is a massive mental load for a teenager."
Sander,Eitrem,nor,speedskating-10000m-men,2,"The ""World Record Holder."" After his sub-6:00 performance in the 5k yesterday, it is clear he has the best ""engine"" in the world. However, the 10k is a different tactical animal, and Eitrem has occasionally struggled with pacing the middle 4,000 meters."
Timothy,Loubineaud,fra,speedskating-10000m-men,2,"He took Bronze in the Heerenveen 10k and has been the most consistent ""long-distance"" threat of the year. He has a very ""flat"" pacing profile, meaning he doesn't slow down, which is essential for a 10k podium."
Davide,Ghiotto,ita,speedskating-10000m-men,4,"The ""Titan of the 10k."" While he was 5th in the 5k yesterday, he finished 2nd in the only 10k World Cup this season. He is the reigning World Champion (2025) and has centered his entire life around winning this specific gold on home ice. He is the safest bet because his technique is specifically designed for the 25-lap grind."
Jorrit,Bergsma,ned,speedskating-10000m-men,1,
Casey,Dawson,usa,speedskating-10000m-men,1,
Ted-Jan,Bloemen,can,speedskating-10000m-men,1,"The ""Old Guard."" The 2018 Gold medalist finished 4th in the Heerenveen 10k. While he is 39, his experience in the 10,000m is deeper than anyone else's. He knows exactly how to ""suffer"" through the final 10 laps."
Stijn,Van de Bunt,ned,speedskating-10000m-men,2,
Vladimir,Semirunniy,pol,speedskating-10000m-men,2,
Jorrit,Bergsma,ned,speedskating-mass-start-men,3,
Andrea,Giovannini,ita,speedskating-mass-start-men,3,
Bart,Swings,bel,speedskating-mass-start-men,3,
Metodej,Jilek,cze,speedskating-mass-start-men,2,
Livio,Wenger,sui,speedskating-mass-start-men,2,
Chung,Jae-Won,kor,speedskating-mass-start-men,2,
Felix,Maly,ger,speedskating-mass-start-men,1,
Antoine,Gelinas-Beaulieu,can,speedskating-mass-start-men,1,
Viktor,Hald Torup,den,speedskating-mass-start-men,1,
Jordan,Stolz,usa,speedskating-mass-start-men,3,
Timothy,Loubineaud,fra,speedskating-mass-start-men,1,
